id,ID,X,Y,ELEVATION,NAME,FNAME,STATION_TYP,geometry
myGeographyPortal.518,O1SERATT,17.1075,50.1883,1320.0,Šerák,Šerák,TOTAL,POINT (17.1075 50.1883)
myGeographyPortal.520,O1SKRTTT,17.151505,49.999157,876.0,Skřítek,"Skřítek, Sobotín, Rudoltice",TOTAL,POINT (17.151505 49.999157)
myGeographyPortal.541,O2KRALTT,16.851393,50.204171,1369.0,Králický Sněžník,Králický Sněžník,TOTAL,POINT (16.851393 50.204171)
myGeographyPortal.574,O3PUSTTT,18.279722,49.4917,1014.0,Pustevny,Pustevny,TOTAL,POINT (18.279722 49.4917)
myGeographyPortal.584,O3ZDECTT,18.0792,49.2444,730.0,Zděchov,Zděchov,TOTAL,POINT (18.0792 49.2444)
myGeographyPortal.719,U1BOURTT,13.70631,50.68494,860.0,Bouřňák,Bouřňák,TOTAL,POINT (13.70631 50.68494)
myGeographyPortal.748,U1SNEZTT,14.10717,50.79367,716.0,Sněžník,Sněžník,TOTAL,POINT (14.10717 50.79367)
myGeographyPortal.24,B1PROS01,17.134722,49.4525,214.75,Prostějov,Prostějov,AMS,POINT (17.134722 49.4525)
myGeographyPortal.52,B2BTUR01,16.688889,49.153056,241.0,Brno,"Brno, Tuřany",AMS,POINT (16.688889 49.153056)
myGeographyPortal.111,B2SEDC01,16.120556,49.170833,474.0,Sedlec,Sedlec,AMS,POINT (16.120556 49.170833)
myGeographyPortal.294,H2POLO01,16.322222,50.350278,747.24,Polom,"Polom, Sedloňov",AMS,POINT (16.322222 50.350278)
myGeographyPortal.306,H3CHTU01,15.386389,49.940833,238.2,Chotusice,"Chotusice, letiště",AMS,POINT (15.386389 49.940833)
myGeographyPortal.330,H3PARD01,15.740273,50.016111,224.21,Pardubice,"Pardubice, letiště",AMS,POINT (15.740273 50.016111)
myGeographyPortal.430,L3KVAL01,12.914167,50.201667,603.0,Karlovy Vary,"Karlovy Vary, Olšová Vrata",AMS,POINT (12.914167 50.201667)
myGeographyPortal.496,O1MOSN01,18.112778,49.691944,252.8,Mošnov,Mošnov,AMS,POINT (18.112778 49.691944)
myGeographyPortal.605,P1PKBE01,14.538056,50.123333,284.5,Praha,"Praha, Kbely",AMS,POINT (14.538056 50.123333)
myGeographyPortal.613,P1PRUZ01,14.255556,50.100278,364.0,Praha,"Praha, Ruzyně",AMS,POINT (14.255556 50.100278)
myGeographyPortal.739,U1MILE01,13.93083,50.555,830.5,Milešovka,Milešovka,AMS,POINT (13.93083 50.555)
myGeographyPortal.10,B1HOLE01,17.57,49.320556,222.25,Holešov,Holešov,AMS1,POINT (17.57 49.320556)
myGeographyPortal.63,B2DUKO01,16.134444,49.095556,400.15,Dukovany,Dukovany,AMS1,POINT (16.134444 49.095556)
myGeographyPortal.79,B2KMYS01,15.439167,49.159167,569.0,Kostelní Myslová,Kostelní Myslová,AMS1,POINT (15.439167 49.159167)
myGeographyPortal.84,B2KUCH01,16.085278,48.881111,334.0,Kuchařovice,Kuchařovice,AMS1,POINT (16.085278 48.881111)
myGeographyPortal.152,C1CHUR01,13.615278,49.068333,1117.8,Churáňov,Churáňov,AMS1,POINT (13.615278 49.068333)
myGeographyPortal.166,C1KOCE01,13.838611,49.467222,519.0,Kocelovice,Kocelovice,AMS1,POINT (13.838611 49.467222)
myGeographyPortal.189,C1TEME01,14.342222,49.197778,500.0,Temelín,Temelín,AMS1,POINT (14.342222 49.197778)
myGeographyPortal.269,H1PECS01,15.728889,50.691944,816.3,Pec pod Sněžkou,Pec pod Sněžkou,AMS1,POINT (15.728889 50.691944)
myGeographyPortal.298,H2USTI01,16.422222,49.980278,401.7,Ústí nad Orlicí,Ústí nad Orlicí,AMS1,POINT (16.422222 49.980278)
myGeographyPortal.337,H3SVRA01,16.034167,49.735,734.0,Svratouch,Svratouch,AMS1,POINT (16.034167 49.735)
myGeographyPortal.369,L1PLMI01,13.378889,49.764722,359.8,Plzeň,"Plzeň, Mikulka",AMS1,POINT (13.378889 49.764722)
myGeographyPortal.405,L2PRIM01,12.678056,49.669444,742.76,Přimda,Přimda,AMS1,POINT (12.678056 49.669444)
myGeographyPortal.424,L3CHEB01,12.391389,50.068333,483.0,Cheb,Cheb,AMS1,POINT (12.391389 50.068333)
myGeographyPortal.457,O1CERV01,17.541944,49.777222,748.13,Červená,Červená,AMS1,POINT (17.541944 49.777222)
myGeographyPortal.490,O1LYSA01,18.4475,49.546111,1322.03,Lysá hora,Lysá hora,AMS1,POINT (18.4475 49.546111)
myGeographyPortal.517,O1SERA01,17.108333,50.1875,1328.0,Šerák,Šerák,AMS1,POINT (17.108333 50.1875)
myGeographyPortal.544,O2LUKA01,16.953333,49.652222,510.0,Luká,Luká,AMS1,POINT (16.953333 49.652222)
myGeographyPortal.604,P1PKAR01,14.427778,50.069167,260.5,Praha,"Praha, Karlov",AMS1,POINT (14.427778 50.069167)
myGeographyPortal.609,P1PLIB01,14.446944,50.007778,302.04,Praha,"Praha, Libuš",AMS1,POINT (14.446944 50.007778)
myGeographyPortal.674,P3KOSE01,15.080556,49.573611,532.29,Košetice,"Košetice, Křešín, Kramolín",AMS1,POINT (15.080556 49.573611)
myGeographyPortal.689,P3PRIB01,15.7625,49.582778,532.5,Přibyslav,"Přibyslav, Hřiště",AMS1,POINT (15.7625 49.582778)
myGeographyPortal.724,U1DOKS01,14.17,50.45889,158.0,Doksany,Doksany,AMS1,POINT (14.17 50.45889)
myGeographyPortal.730,U1KATU01,13.32806,50.37667,322.4,Tušimice,Tušimice,AMS1,POINT (13.32806 50.37667)
myGeographyPortal.732,U1KOPI01,13.62278,50.54417,240.0,Kopisty,Kopisty,AMS1,POINT (13.62278 50.54417)
myGeographyPortal.754,U1ULKO01,14.04111,50.68333,375.39,Ústí nad Labem,"Ústí nad Labem, Kočkov",AMS1,POINT (14.04111 50.68333)
myGeographyPortal.775,U2LIBC01,15.02389,50.76972,397.72,Liberec,Liberec,AMS1,POINT (15.02389 50.76972)
myGeographyPortal.208,C2CBUD01,14.469722,48.951944,394.6,České Budějovice,"České Budějovice,Rožnov",AMS2,POINT (14.469722 48.951944)
myGeographyPortal.346,H7SNEZ01,15.740278,50.735833,1602.0,Sněžka,"Sněžka, Poštovna",AMS3,POINT (15.740278 50.735833)
myGeographyPortal.15,B1KROM01,17.3653,49.2847,233.0,Kroměříž,Kroměříž,AKS1,POINT (17.3653 49.2847)
myGeographyPortal.25,B1PROT01,16.83105,49.47782,675.0,Protivanov,Protivanov,AKS1,POINT (16.83105 49.47782)
myGeographyPortal.29,B1STIT01,17.9711,49.0728,315.0,Štítná nad Vláří - Popov,Štítná nad Vláří - Popov,AKS1,POINT (17.9711 49.0728)
myGeographyPortal.30,B1STME01,17.4322,49.0917,221.0,Staré Město,Staré Město,AKS1,POINT (17.4322 49.0917)
myGeographyPortal.31,B1STRN01,17.7078,48.9028,383.0,Strání,Strání,AKS1,POINT (17.7078 48.9028)
myGeographyPortal.32,B1STRZ01,17.3381,48.8992,176.0,Strážnice,Strážnice,AKS1,POINT (17.3381 48.8992)
myGeographyPortal.38,B1VIZO01,17.84361,49.22297,313.0,Vizovice,Vizovice,AKS1,POINT (17.84361 49.22297)
myGeographyPortal.50,B2BROD01,16.5358,48.8733,177.0,Brod nad Dyjí,Brod nad Dyjí,AKS1,POINT (16.5358 48.8733)
myGeographyPortal.56,B2BYSP01,16.25401,49.52416,553.0,Bystřice nad Pernštejnem,Bystřice nad Pernštejnem,AKS1,POINT (16.25401 49.52416)
myGeographyPortal.57,B2BZAB01,16.5677,49.2165,236.0,Brno,"Brno, Žabovřesky",AKS1,POINT (16.5677 49.2165)
myGeographyPortal.65,B2DYJA01,16.2992,48.7733,201.0,Dyjákovice,Dyjákovice,AKS1,POINT (16.2992 48.7733)
myGeographyPortal.71,B2HUBE01,15.4669,49.3931,570.0,Hubenov,Hubenov,AKS1,POINT (15.4669 49.3931)
myGeographyPortal.81,B2KOBY01,16.8814,48.9394,175.0,Kobylí,Kobylí,AKS1,POINT (16.8814 48.9394)
myGeographyPortal.99,B2NEDV01,16.3097,49.6344,722.0,Nedvězí,Nedvězí,AKS1,POINT (16.3097 49.6344)
myGeographyPortal.106,B2POHO01,16.5283,48.9844,180.0,Pohořelice,Pohořelice,AKS1,POINT (16.5283 48.9844)
myGeographyPortal.127,B2VATI01,15.96806,49.52306,558.0,Vatín,Vatín,AKS1,POINT (15.96806 49.52306)
myGeographyPortal.132,B2VMEZ01,16.0086,49.3528,452.0,Velké Meziříčí,Velké Meziříčí,AKS1,POINT (16.0086 49.3528)
myGeographyPortal.149,C1CERP01,14.1072,48.7356,740.0,Černá v Pošumaví,Černá v Pošumaví,AKS1,POINT (14.1072 48.7356)
myGeographyPortal.159,C1HUSI01,13.9883,49.0522,483.0,Husinec,Husinec,AKS1,POINT (13.9883 49.0522)
myGeographyPortal.181,C1ROZM01,13.8664,49.605,538.0,Rožmitál pod Třemšínem,Rožmitál pod Třemšínem,AKS1,POINT (13.8664 49.605)
myGeographyPortal.185,C1STRA01,13.9242,49.2514,427.0,Strakonice,Strakonice,AKS1,POINT (13.9242 49.2514)
myGeographyPortal.193,C1VLKO01,13.5897,49.3022,493.0,Vlkonice,Vlkonice,AKS1,POINT (13.5897 49.3022)
myGeographyPortal.196,C1VRAZ01,14.1289,49.3844,433.0,Vráž,Vráž,AKS1,POINT (14.1289 49.3844)
myGeographyPortal.207,C2BYNO01,14.799947,48.816603,475.0,Byňov,Byňov,AKS1,POINT (14.799947 48.816603)
myGeographyPortal.216,C2JHRA01,14.9575,49.1556,524.0,Jindřichův Hradec,"Jindřichův Hradec, Děbolín",AKS1,POINT (14.9575 49.1556)
myGeographyPortal.228,C2NADV01,14.4653,49.5169,616.0,Nadějkov,"Nadějkov, Větrov",AKS1,POINT (14.4653 49.5169)
myGeographyPortal.248,C2TABO01,14.70324,49.40527,467.0,Tábor,"Tábor, Měšice",AKS1,POINT (14.70324 49.40527)
myGeographyPortal.252,C2VBRO01,14.3144,48.6175,559.0,Vyšší Brod,Vyšší Brod,AKS1,POINT (14.3144 48.6175)
myGeographyPortal.266,H1LBOU01,15.544927,50.769883,1320.0,Labská bouda,Labská bouda,AKS1,POINT (15.544927 50.769883)
myGeographyPortal.267,H1LUCB01,15.697859,50.735318,1413.0,Luční bouda,Luční bouda,AKS1,POINT (15.697859 50.735318)
myGeographyPortal.276,H1UPIC01,16.011618,50.506419,413.0,Úpice,Úpice,AKS1,POINT (16.011618 50.506419)
myGeographyPortal.278,H1VRCH01,15.646389,50.622778,482.0,Vrchlabí,Vrchlabí,AKS1,POINT (15.646389 50.622778)
myGeographyPortal.285,H2DEST01,16.351959,50.306667,656.0,Deštné v Orlic. horách,Deštné v Orlic. horách,AKS1,POINT (16.351959 50.306667)
myGeographyPortal.287,H2KRAL01,16.73475,50.08289,538.0,Králíky,Králíky,AKS1,POINT (16.73475 50.08289)
myGeographyPortal.295,H2ROKY01,16.460258,50.164432,577.0,Rokytnice v Orlic.horách,Rokytnice v Orlic.horách,AKS1,POINT (16.460258 50.164432)
myGeographyPortal.296,H2RYCH01,16.270033,50.164879,335.0,Rychnov nad Kněžnou,Rychnov nad Kněžnou,AKS1,POINT (16.270033 50.164879)
myGeographyPortal.303,H3BROU01,16.343617,50.569966,373.0,Broumov,Broumov,AKS1,POINT (16.343617 50.569966)
myGeographyPortal.309,H3GAJE01,16.410023,49.821051,515.0,Gajer,"Gajer, Janov",AKS1,POINT (16.410023 49.821051)
myGeographyPortal.312,H3HOLO01,15.57805,50.376952,321.0,Holovousy,Holovousy,AKS1,POINT (15.57805 50.376952)
myGeographyPortal.313,H3HRAD01,15.838452,50.177649,278.0,Hradec Králové,"Hradec Králové, Nový Hradec Králové",AKS1,POINT (15.838452 50.177649)
myGeographyPortal.315,H3HRUS01,16.19522,49.916517,291.0,Hrušová,Hrušová,AKS1,POINT (16.19522 49.916517)
myGeographyPortal.316,H3JICI01,15.352626,50.439511,283.0,Jičín,Jičín,AKS1,POINT (15.352626 50.439511)
myGeographyPortal.326,H3MOKO01,15.56668,50.016395,255.0,Mokošín,Mokošín,AKS1,POINT (15.56668 50.016395)
myGeographyPortal.331,H3PODE01,15.133554,50.140503,189.0,Poděbrady,Poděbrady,AKS1,POINT (15.133554 50.140503)
myGeographyPortal.333,H3SECA01,15.6479,49.844725,529.0,Seč,Seč,AKS1,POINT (15.6479 49.844725)
myGeographyPortal.336,H3SVOD01,15.787769,50.222602,240.0,Hradec Králové,"Hradec Králové, Svobodné Dvory",AKS1,POINT (15.787769 50.222602)
myGeographyPortal.353,L1DOMA01,12.922385,49.444716,458.0,Domažlice,Domažlice,AKS1,POINT (12.922385 49.444716)
myGeographyPortal.354,L1HOJS01,13.197146,49.212473,866.0,Železná Ruda,"Železná Ruda, Hojsova Stráž",AKS1,POINT (13.197146 49.212473)
myGeographyPortal.358,L1KLAT01,13.303016,49.39042,421.0,Klatovy,Klatovy,AKS1,POINT (13.303016 49.39042)
myGeographyPortal.363,L1NEPO01,13.589389,49.486924,471.0,Nepomuk,Nepomuk,AKS1,POINT (13.589389 49.486924)
myGeographyPortal.370,L1PLZB01,13.386411,49.788378,331.0,Plzeň,"Plzeň, Bolevec",AKS1,POINT (13.386411 49.788378)
myGeographyPortal.374,L1STAN01,13.067369,49.552537,362.0,Staňkov,Staňkov,AKS1,POINT (13.067369 49.552537)
myGeographyPortal.392,L2KONL01,12.975956,49.884787,530.0,Konstantinovy Lázně,Konstantinovy Lázně,AKS1,POINT (12.975956 49.884787)
myGeographyPortal.394,L2KRAL01,13.494007,49.981823,449.0,Kralovice,Kralovice,AKS1,POINT (13.494007 49.981823)
myGeographyPortal.395,L2KRAU01,12.920958,50.071286,650.0,Krásné Údolí,Krásné Údolí,AKS1,POINT (12.920958 50.071286)
myGeographyPortal.399,L2MLAV01,12.695966,49.990619,696.0,Mariánské Lázně,"Mariánské Lázně, vodárna",AKS1,POINT (12.695966 49.990619)
myGeographyPortal.422,L3AS0001,12.179572,50.220602,675.0,Aš,Aš,AKS1,POINT (12.179572 50.220602)
myGeographyPortal.439,L3SIND01,12.597466,50.317449,589.0,Šindelová,"Šindelová, Obora",AKS1,POINT (12.597466 50.317449)
myGeographyPortal.449,O1BELO01,17.8042,49.5869,306.0,Bělotín,Bělotín,AKS1,POINT (17.8042 49.5869)
myGeographyPortal.477,O1JAVO01,17.0075,50.3956,284.0,Javorník,Javorník,AKS1,POINT (17.0075 50.3956)
myGeographyPortal.489,O1LUCI01,18.4425,49.7308,300.0,Lučina,Lučina,AKS1,POINT (18.4425 49.7308)
myGeographyPortal.502,O1OPAV01,17.8761,49.9197,270.0,Opava,"Opava, Otice",AKS1,POINT (17.8761 49.9197)
myGeographyPortal.507,O1PORU01,18.159444,49.8253,238.6,Ostrava,"Ostrava, Poruba",AKS1,POINT (18.159444 49.8253)
myGeographyPortal.522,O1SVET01,17.4011,50.0331,593.0,Světlá Hora,Světlá Hora,AKS1,POINT (17.4011 50.0331)
myGeographyPortal.540,O2JEVI01,16.7269,49.6297,342.0,Jevíčko,Jevíčko,AKS1,POINT (16.7269 49.6297)
myGeographyPortal.548,O2OLOM01,17.2844,49.5758,210.0,Olomouc,"Olomouc, Holice",AKS1,POINT (17.2844 49.5758)
myGeographyPortal.558,O2SUMP01,16.9675,49.9742,328.0,Šumperk,Šumperk,AKS1,POINT (16.9675 49.9742)
myGeographyPortal.570,O3MARU01,17.8286,49.3653,664.1,Hošťálková,"Hošťálková, Maruška",AKS1,POINT (17.8286 49.3653)
myGeographyPortal.582,O3VSET01,17.9961,49.3442,387.0,Vsetín,Vsetín,AKS1,POINT (17.9961 49.3442)
myGeographyPortal.596,P1LANY01,13.9519,50.1242,415.0,Lány,Lány,AKS1,POINT (13.9519 50.1242)
myGeographyPortal.600,P1NEUM01,14.0375,49.8542,322.0,Neumětely,Neumětely,AKS1,POINT (14.0375 49.8542)
myGeographyPortal.611,P1PRIB01,14.0225,49.6947,555.0,Příbram,Příbram,AKS1,POINT (14.0225 49.6947)
myGeographyPortal.629,P2BRAN01,14.6606,50.1897,179.0,Brandýs nad Labem-St.B,Brandýs nad Labem-St.B,AKS1,POINT (14.6606 50.1897)
myGeographyPortal.634,P2DESN01,15.3197,50.7894,772.0,Desná,"Desná, Souš",AKS1,POINT (15.3197 50.7894)
myGeographyPortal.636,P2HARR01,15.42,50.781667,675.0,Harrachov,Harrachov,AKS1,POINT (15.42 50.781667)
myGeographyPortal.637,P2HOLE01,15.3022,50.5303,432.0,Holenice,Holenice,AKS1,POINT (15.3022 50.5303)
myGeographyPortal.653,P2SEMC01,15.0036,50.3671,234.0,Semčice,Semčice,AKS1,POINT (15.0036 50.3671)
myGeographyPortal.657,P2TUHA01,14.5206,50.2953,160.0,Tuhaň,Tuhaň,AKS1,POINT (14.5206 50.2953)
myGeographyPortal.668,P3HAVL01,15.5797,49.6119,452.0,Havlíčkův Brod,Havlíčkův Brod,AKS1,POINT (15.5797 49.6119)
myGeographyPortal.682,P3NRUD01,14.4403,49.6317,348.0,Nedrahovice,"Nedrahovice, Rudolec",AKS1,POINT (14.4403 49.6317)
myGeographyPortal.683,P3NRYC01,15.365,49.3858,624.0,Nový Rychnov,Nový Rychnov,AKS1,POINT (15.365 49.3858)
myGeographyPortal.684,P3ONDR01,14.7847,49.9072,485.0,Ondřejov,Ondřejov,AKS1,POINT (14.7847 49.9072)
myGeographyPortal.737,U1MEDE01,13.13256,50.42936,828.0,Měděnec,Měděnec,AKS1,POINT (13.13256 50.42936)
myGeographyPortal.741,U1NOVE01,13.48561,50.59244,725.0,Nová Ves v Horách,Nová Ves v Horách,AKS1,POINT (13.48561 50.59244)
myGeographyPortal.746,U1SMOL01,13.85617,50.30872,345.0,Smolnice,Smolnice,AKS1,POINT (13.85617 50.30872)
myGeographyPortal.752,U1TEPL01,13.836344,50.645153,227.0,Teplice,Teplice,AKS1,POINT (13.836344 50.645153)
myGeographyPortal.758,U1ZATE01,13.54319,50.34147,210.0,Žatec,Žatec,AKS1,POINT (13.54319 50.34147)
myGeographyPortal.759,U2BEDR01,15.13708,50.81511,777.0,Bedřichov,Bedřichov,AKS1,POINT (15.13708 50.81511)
myGeographyPortal.768,U2DOKY01,14.66731,50.56811,284.0,Doksy,Doksy,AKS1,POINT (14.66731 50.56811)
myGeographyPortal.787,U2STRR01,14.80739,50.70361,310.0,Stráž pod Ralskem,Stráž pod Ralskem,AKS1,POINT (14.80739 50.70361)
myGeographyPortal.789,U2VARN01,14.60222,50.90556,367.0,Varnsdorf,Varnsdorf,AKS1,POINT (14.60222 50.90556)
myGeographyPortal.4,B1BYSH01,17.6706,49.3964,314.0,Bystřice pod Hostýnem,Bystřice pod Hostýnem,AKS2,POINT (17.6706 49.3964)
myGeographyPortal.11,B1IVAN01,17.0894,49.3092,243.0,Ivanovice na Hané,Ivanovice na Hané,AKS2,POINT (17.0894 49.3092)
myGeographyPortal.12,B1KLZI01,17.7925,49.0842,329.0,Luhačovice,"Luhačovice, Kladná-Žilín",AKS2,POINT (17.7925 49.0842)
myGeographyPortal.67,B2HAJE01,16.4725,49.3731,409.0,Tišnov,"Tišnov, Hájek",AKS2,POINT (16.4725 49.3731)
myGeographyPortal.88,B2LEDN01,16.798895,48.792616,177.0,Lednice,Lednice,AKS2,POINT (16.798895 48.792616)
myGeographyPortal.93,B2MBUD01,15.8067,49.0611,460.0,Moravské Budějovice,Moravské Budějovice,AKS2,POINT (15.8067 49.0611)
myGeographyPortal.100,B2NEMO01,17.1361,49.1808,283.0,Nemochovice,Nemochovice,AKS2,POINT (17.1361 49.1808)
myGeographyPortal.125,B2TROU01,16.5074,49.1745,278.0,Troubsko,Troubsko,AKS2,POINT (16.5074 49.1745)
myGeographyPortal.169,C1KTIS01,14.1058,48.9033,758.0,Ktiš,"Ktiš, Tisovka",AKS2,POINT (14.1058 48.9033)
myGeographyPortal.194,C1VOLR01,13.88657,48.90881,749.0,Volary,Volary,AKS2,POINT (13.88657 48.90881)
myGeographyPortal.204,C2BORK01,14.636825,49.207925,419.0,Borkovice,Borkovice,AKS2,POINT (14.636825 49.207925)
myGeographyPortal.209,C2CERN01,14.9625,49.3575,580.0,Černovice,"Černovice, Dobešov",AKS2,POINT (14.9625 49.3575)
myGeographyPortal.212,C2CKRU01,14.33935,48.832242,554.0,Český Krumlov,"Český Krumlov, Přísečná",AKS2,POINT (14.33935 48.832242)
myGeographyPortal.214,C2HLAS01,14.7561,49.4981,547.0,Hlasivo,Hlasivo,AKS2,POINT (14.7561 49.4981)
myGeographyPortal.235,C2POCA01,15.2342,49.2606,618.0,Počátky,Počátky,AKS2,POINT (15.2342 49.2606)
myGeographyPortal.249,C2TREB01,14.7586,49.0622,428.0,Třeboň,"Třeboň, Lužnice",AKS2,POINT (14.7586 49.0622)
myGeographyPortal.261,H1CSKL01,16.061111,50.363056,290.0,Česká Skalice,"Česká Skalice, Rozkoš",AKS2,POINT (16.061111 50.363056)
myGeographyPortal.274,H1TEPZ01,16.147285,50.641099,531.0,Teplice nad Metují,Teplice nad Metují Zdoňov,AKS2,POINT (16.147285 50.641099)
myGeographyPortal.277,H1VELI01,15.832503,50.356612,299.0,Velichovky,Velichovky,AKS2,POINT (15.832503 50.356612)
myGeographyPortal.279,H1ZACL01,15.907098,50.661205,644.0,Žacléř,Žacléř,AKS2,POINT (15.907098 50.661205)
myGeographyPortal.282,H2BORH01,16.086691,50.105254,254.0,Borohrádek,Borohrádek,AKS2,POINT (16.086691 50.105254)
myGeographyPortal.299,H2ZAMB01,16.45477,50.069195,405.0,Žamberk,Žamberk,AKS2,POINT (16.45477 50.069195)
myGeographyPortal.321,H3LBEL01,15.588567,50.427437,299.0,Lázně Bělohrad,Lázně Bělohrad,AKS2,POINT (15.588567 50.427437)
myGeographyPortal.323,H3LIBC01,15.704862,49.744164,425.0,Libice nad Doubravou,Libice nad Doubravou,AKS2,POINT (15.704862 49.744164)
myGeographyPortal.327,H3NBYD01,15.497443,50.237553,232.0,Nový Bydžov,Nový Bydžov,AKS2,POINT (15.497443 50.237553)
myGeographyPortal.332,H3RADO01,15.368164,50.106526,227.0,Radovesnice II.,Radovesnice II.,AKS2,POINT (15.368164 50.106526)
myGeographyPortal.334,H3SKUT01,15.996153,49.834947,457.0,Skuteč,Skuteč,AKS2,POINT (15.996153 49.834947)
myGeographyPortal.341,H3ZBYS01,15.329835,49.78686,490.0,Zbýšov,"Zbýšov, Dobrovítov",AKS2,POINT (15.329835 49.78686)
myGeographyPortal.387,L2DYLE01,12.502849,49.968079,939.0,Dyleň,Dyleň,AKS2,POINT (12.502849 49.968079)
myGeographyPortal.389,L2HERM01,13.57133,50.148529,407.0,Heřmanov,Heřmanov,AKS2,POINT (13.57133 50.148529)
myGeographyPortal.410,L2STRI01,12.996866,49.75451,412.0,Stříbro,Stříbro,AKS2,POINT (12.996866 49.75451)
myGeographyPortal.419,L2ZBIR01,13.751748,49.853987,476.0,Zbiroh,"Zbiroh, Švabín",AKS2,POINT (13.751748 49.853987)
myGeographyPortal.429,L3KLIN01,12.967957,50.3948,1236.0,Klínovec,Klínovec,AKS2,POINT (12.967957 50.3948)
myGeographyPortal.440,L3SOKO01,12.639266,50.176985,407.0,Sokolov,Sokolov,AKS2,POINT (12.639266 50.176985)
myGeographyPortal.450,O1BILA01,18.5233,49.4547,720.0,Bílá,"Bílá, Konečná",AKS2,POINT (18.5233 49.4547)
myGeographyPortal.453,O1BOHU01,18.3692,49.882,237.0,Bohumín,"Bohumín, Záblatí",AKS2,POINT (18.3692 49.882)
myGeographyPortal.461,O1FMOL01,18.315833,49.666667,312.0,Frýdek-Místek,"Frýdek-Místek, Místek",AKS2,POINT (18.315833 49.666667)
myGeographyPortal.462,O1FREN01,18.240568,49.541055,436.0,Frenštát pod Radhoštěm,Frenštát pod Radhoštěm,AKS2,POINT (18.240568 49.541055)
myGeographyPortal.476,O1JABL01,18.7503,49.5875,380.0,Jablunkov,"Jablunkov, Návsí",AKS2,POINT (18.7503 49.5875)
myGeographyPortal.479,O1JESE01,17.183333,50.231111,502.0,Jeseník,Jeseník,AKS2,POINT (17.183333 50.231111)
myGeographyPortal.482,O1KARV01,18.5332,49.8549,224.0,Karviná,Karviná,AKS2,POINT (18.5332 49.8549)
myGeographyPortal.486,O1KRNO01,17.6922,50.078,360.0,Krnov,Krnov,AKS2,POINT (17.6922 50.078)
myGeographyPortal.529,O1VITK01,17.757308,49.778037,491.0,Vítkov,Vítkov,AKS2,POINT (17.757308 49.778037)
myGeographyPortal.559,O2TREB01,16.6969,49.8158,375.0,Třebařov,Třebařov,AKS2,POINT (16.6969 49.8158)
myGeographyPortal.561,O3BECV01,18.2983,49.4311,565.0,Horní Bečva,Horní Bečva,AKS2,POINT (18.2983 49.4311)
myGeographyPortal.573,O3PRER01,17.458889,49.464444,210.0,Přerov,Přerov,AKS2,POINT (17.458889 49.464444)
myGeographyPortal.579,O3VALM01,17.9742,49.4636,334.0,Valašské Meziříčí,Valašské Meziříčí,AKS2,POINT (17.9742 49.4636)
myGeographyPortal.580,O3VASE01,18.126944,49.240278,615.0,Valašská Senice,Valašská Senice,AKS2,POINT (18.126944 49.240278)
myGeographyPortal.589,P1DOBE01,14.2758,49.9333,205.0,Dobřichovice,Dobřichovice,AKS2,POINT (14.2758 49.9333)
myGeographyPortal.594,P1KRAL01,14.29,50.2419,220.0,Kralupy nad Vltavou,Kralupy nad Vltavou,AKS2,POINT (14.29 50.2419)
myGeographyPortal.606,P1PKLE01,14.416923,50.086634,190.7,Praha,"Praha, Klementinum",AKS2,POINT (14.416923 50.086634)
myGeographyPortal.615,P1PVIN01,14.46186,50.07584,280.0,Praha,"Praha, Vinohrady - Flora",AKS2,POINT (14.46186 50.07584)
myGeographyPortal.641,P2KATU01,14.7778,50.4444,312.0,Katusice,Katusice,AKS2,POINT (14.7778 50.4444)
myGeographyPortal.695,P3STAN01,15.0678,49.9028,415.0,Vavřinec,"Vavřinec, Žíšov",AKS2,POINT (15.0678 49.9028)
myGeographyPortal.747,U1SNEZ01,14.08536,50.79683,569.0,Sněžník,Sněžník,AKS2,POINT (14.08536 50.79683)
myGeographyPortal.749,U1STRJ01,13.47694,50.17378,372.0,Strojetice,Strojetice,AKS2,POINT (13.47694 50.17378)
myGeographyPortal.755,U1ULMA01,14.05831,50.62556,150.0,Ústí nad Labem,"Ústí nad Labem, Vaňov",AKS2,POINT (14.05831 50.62556)
myGeographyPortal.762,U2CELI01,14.541141,50.675373,246.0,Česká Lípa,Česká Lípa,AKS2,POINT (14.541141 50.675373)
myGeographyPortal.766,U2DECI01,14.20258,50.75097,172.0,Děčín,"Děčín, Křešice",AKS2,POINT (14.20258 50.75097)
myGeographyPortal.771,U2HEJN01,15.18317,50.88456,396.0,Hejnice,Hejnice,AKS2,POINT (15.18317 50.88456)
myGeographyPortal.773,U2JAPO01,14.77375,50.77206,320.0,Jablonné v Podještědí,Jablonné v Podještědí,AKS2,POINT (14.77375 50.77206)
myGeographyPortal.2,B1BOJK01,17.81,49.0402,310.0,Bojkovice,Bojkovice,AKS3,POINT (17.81 49.0402)
myGeographyPortal.40,B1ZLIN01,17.643333,49.236667,283.0,Zlín,Zlín,AKS3,POINT (17.643333 49.236667)
myGeographyPortal.76,B2JIHL01,15.6164,49.4064,468.0,Jihlava,"Jihlava, Hruškové Dvory",AKS3,POINT (15.6164 49.4064)
myGeographyPortal.136,B2ZDAN01,17.025556,49.071944,238.0,Ždánice,Ždánice,AKS3,POINT (17.025556 49.071944)
myGeographyPortal.144,C1BLAD01,13.661958,48.99055,898.0,Borová Lada,Borová Lada,AKS3,POINT (13.661958 48.99055)
