id,ID,X,Y,ELEMENT,ELEVATION,NAME,FNAME,geometry
myGeographyElementsPortal.2754,C1VACP01,13.72,49.1336,T,738.0,Vacov,"Vacov, Peckov",POINT (13.72 49.1336)
myGeographyElementsPortal.2755,H4SUVR01,16.693368,50.049859,T,995.0,Suchý vrch,Suchý vrch,POINT (16.693368 50.049859)
myGeographyElementsPortal.2756,H4SUVR01,16.693368,50.049859,T,995.0,Suchý vrch,Suchý vrch,POINT (16.693368 50.049859)
myGeographyElementsPortal.2757,L2TACH01,12.623135,49.798357,T,487.0,Tachov,Tachov,POINT (12.623135 49.798357)
myGeographyElementsPortal.2758,P4KJIZ01,15.347772,50.819517,T,850.0,Kořenov,"Kořenov, Jizerka",POINT (15.347772 50.819517)
myGeographyElementsPortal.2759,P4KJIZ01,15.347772,50.819517,T,850.0,Kořenov,"Kořenov, Jizerka",POINT (15.347772 50.819517)
myGeographyElementsPortal.2760,H1VRCH01,15.646389,50.622778,T,482.0,Vrchlabí,Vrchlabí,POINT (15.646389 50.622778)
myGeographyElementsPortal.2761,H1VRCH01,15.646389,50.622778,T,482.0,Vrchlabí,Vrchlabí,POINT (15.646389 50.622778)
myGeographyElementsPortal.2762,H2POLO01,16.322222,50.350278,T,747.24,Polom,"Polom, Sedloňov",POINT (16.322222 50.350278)
myGeographyElementsPortal.2763,H2ROKY01,16.460258,50.164432,T,577.0,Rokytnice v Orlic.horách,Rokytnice v Orlic.horách,POINT (16.460258 50.164432)
myGeographyElementsPortal.2764,H2RYCH01,16.270033,50.164879,T,335.0,Rychnov nad Kněžnou,Rychnov nad Kněžnou,POINT (16.270033 50.164879)
myGeographyElementsPortal.2765,H2USTI01,16.422222,49.980278,T,401.7,Ústí nad Orlicí,Ústí nad Orlicí,POINT (16.422222 49.980278)
myGeographyElementsPortal.2766,H2ZAMB01,16.45477,50.069195,T,405.0,Žamberk,Žamberk,POINT (16.45477 50.069195)
myGeographyElementsPortal.2767,H3BROU01,16.343617,50.569966,T,373.0,Broumov,Broumov,POINT (16.343617 50.569966)
myGeographyElementsPortal.2768,H3CASL01,15.394281,49.901675,T,251.0,Čáslav,"Čáslav, Nové město",POINT (15.394281 49.901675)
myGeographyElementsPortal.2769,P3NRYC01,15.365,49.3858,T,624.0,Nový Rychnov,Nový Rychnov,POINT (15.365 49.3858)
myGeographyElementsPortal.2770,P3ONDR01,14.7847,49.9072,T,485.0,Ondřejov,Ondřejov,POINT (14.7847 49.9072)
myGeographyElementsPortal.2771,P3PRIB01,15.7625,49.582778,T,532.5,Přibyslav,"Přibyslav, Hřiště",POINT (15.7625 49.582778)
myGeographyElementsPortal.2772,P3STAN01,15.0678,49.9028,T,415.0,Vavřinec,"Vavřinec, Žíšov",POINT (15.0678 49.9028)
myGeographyElementsPortal.2773,P3VLAS01,14.894722,49.691944,T,415.0,Vlašim,Vlašim,POINT (14.894722 49.691944)
myGeographyElementsPortal.2774,U1DOKS01,14.17,50.45889,T,158.0,Doksany,Doksany,POINT (14.17 50.45889)
myGeographyElementsPortal.2775,U1KATU01,13.32806,50.37667,T,322.4,Tušimice,Tušimice,POINT (13.32806 50.37667)
myGeographyElementsPortal.2776,U1KOPI01,13.62278,50.54417,T,240.0,Kopisty,Kopisty,POINT (13.62278 50.54417)
myGeographyElementsPortal.2777,U1MEDE01,13.13256,50.42936,T,828.0,Měděnec,Měděnec,POINT (13.13256 50.42936)
myGeographyElementsPortal.2778,U1MILE01,13.93083,50.555,T,830.5,Milešovka,Milešovka,POINT (13.93083 50.555)
myGeographyElementsPortal.2779,O1BELO01,17.8042,49.5869,T,306.0,Bělotín,Bělotín,POINT (17.8042 49.5869)
myGeographyElementsPortal.2780,H3CHTU01,15.386389,49.940833,T,238.2,Chotusice,"Chotusice, letiště",POINT (15.386389 49.940833)
myGeographyElementsPortal.2781,H3GAJE01,16.410023,49.821051,T,515.0,Gajer,"Gajer, Janov",POINT (16.410023 49.821051)
myGeographyElementsPortal.2782,H3HOLO01,15.57805,50.376952,T,321.0,Holovousy,Holovousy,POINT (15.57805 50.376952)
myGeographyElementsPortal.2783,H3HRAD01,15.838452,50.177649,T,278.0,Hradec Králové,"Hradec Králové, Nový Hradec Králové",POINT (15.838452 50.177649)
myGeographyElementsPortal.2784,H3HRUS01,16.19522,49.916517,T,291.0,Hrušová,Hrušová,POINT (16.19522 49.916517)
myGeographyElementsPortal.2785,H3JICI01,15.352626,50.439511,T,283.0,Jičín,Jičín,POINT (15.352626 50.439511)
myGeographyElementsPortal.2786,H3LBEL01,15.588567,50.427437,T,299.0,Lázně Bělohrad,Lázně Bělohrad,POINT (15.588567 50.427437)
myGeographyElementsPortal.2787,H3LIBC01,15.704862,49.744164,T,425.0,Libice nad Doubravou,Libice nad Doubravou,POINT (15.704862 49.744164)
myGeographyElementsPortal.2788,U1NOVE01,13.48561,50.59244,T,725.0,Nová Ves v Horách,Nová Ves v Horách,POINT (13.48561 50.59244)
myGeographyElementsPortal.2789,U1SMOL01,13.85617,50.30872,T,345.0,Smolnice,Smolnice,POINT (13.85617 50.30872)
myGeographyElementsPortal.2790,U1SNEZ01,14.08536,50.79683,T,569.0,Sněžník,Sněžník,POINT (14.08536 50.79683)
myGeographyElementsPortal.2791,U1STRJ01,13.47694,50.17378,T,372.0,Strojetice,Strojetice,POINT (13.47694 50.17378)
myGeographyElementsPortal.2792,U1TEPL01,13.836344,50.645153,T,227.0,Teplice,Teplice,POINT (13.836344 50.645153)
myGeographyElementsPortal.2793,U1ULKO01,14.04111,50.68333,T,375.39,Ústí nad Labem,"Ústí nad Labem, Kočkov",POINT (14.04111 50.68333)
myGeographyElementsPortal.2794,U1ULMA01,14.05831,50.62556,T,150.0,Ústí nad Labem,"Ústí nad Labem, Vaňov",POINT (14.05831 50.62556)
myGeographyElementsPortal.2795,U1ZATE01,13.54319,50.34147,T,210.0,Žatec,Žatec,POINT (13.54319 50.34147)
myGeographyElementsPortal.2796,U2BEDR01,15.13708,50.81511,T,777.0,Bedřichov,Bedřichov,POINT (15.13708 50.81511)
myGeographyElementsPortal.2797,C1TEME03,14.342222,49.197778,T,500.0,Temelín,"Temelín, MW332",POINT (14.342222 49.197778)
myGeographyElementsPortal.2798,P1PVIN01,14.46186,50.07584,T,280.0,Praha,"Praha, Vinohrady - Flora",POINT (14.46186 50.07584)
myGeographyElementsPortal.2799,P1PVIN01,14.46186,50.07584,T,280.0,Praha,"Praha, Vinohrady - Flora",POINT (14.46186 50.07584)
myGeographyElementsPortal.2800,L4PRAH01,13.81838,49.65889,T,862.0,Praha,"Praha, Brdy",POINT (13.81838 49.65889)
myGeographyElementsPortal.2801,L4PRAH01,13.81838,49.65889,T,862.0,Praha,"Praha, Brdy",POINT (13.81838 49.65889)
myGeographyElementsPortal.2802,P2DVOR01,15.514525,50.748172,T,1115.0,Dvoračky,Dvoračky,POINT (15.514525 50.748172)
myGeographyElementsPortal.2803,P2DVOR01,15.514525,50.748172,T,1115.0,Dvoračky,Dvoračky,POINT (15.514525 50.748172)
myGeographyElementsPortal.2804,U1ULMA01,14.05831,50.62556,T,150.0,Ústí nad Labem,"Ústí nad Labem, Vaňov",POINT (14.05831 50.62556)
myGeographyElementsPortal.2805,O1JAVR01,18.627222,49.628333,T,930.0,Třinec,"Třinec, Oldřichovice, Javorový",POINT (18.627222 49.628333)
myGeographyElementsPortal.2806,C1HKVI01,13.56502,49.053673,T,1052.0,Horská Kvilda,Horská Kvilda,POINT (13.56502 49.053673)
myGeographyElementsPortal.2807,C1KVIL01,13.5792,49.0192,T,1059.0,Kvilda,Kvilda,POINT (13.5792 49.0192)
myGeographyElementsPortal.2808,L2DYLE01,12.502849,49.968079,T,939.0,Dyleň,Dyleň,POINT (12.502849 49.968079)
myGeographyElementsPortal.2809,C1TEME03,14.342222,49.197778,T,500.0,Temelín,"Temelín, MW332",POINT (14.342222 49.197778)
myGeographyElementsPortal.2810,C1TEME03,14.342222,49.197778,T,500.0,Temelín,"Temelín, MW332",POINT (14.342222 49.197778)
myGeographyElementsPortal.2811,C1TEME03,14.342222,49.197778,T,500.0,Temelín,"Temelín, MW332",POINT (14.342222 49.197778)
myGeographyElementsPortal.2812,H1TEPZ01,16.147285,50.641099,T,531.0,Teplice nad Metují,Teplice nad Metují Zdoňov,POINT (16.147285 50.641099)
myGeographyElementsPortal.2813,H1TEPZ01,16.147285,50.641099,T,531.0,Teplice nad Metují,Teplice nad Metují Zdoňov,POINT (16.147285 50.641099)
myGeographyElementsPortal.2814,H2BORH01,16.086691,50.105254,T,254.0,Borohrádek,Borohrádek,POINT (16.086691 50.105254)
myGeographyElementsPortal.2815,C1VOLR01,13.88657,48.90881,T,749.0,Volary,Volary,POINT (13.88657 48.90881)
myGeographyElementsPortal.2816,C1VOLR01,13.88657,48.90881,T,749.0,Volary,Volary,POINT (13.88657 48.90881)
myGeographyElementsPortal.2817,H2BORH01,16.086691,50.105254,T,254.0,Borohrádek,Borohrádek,POINT (16.086691 50.105254)
myGeographyElementsPortal.2818,B1ZLIN01,17.643333,49.236667,T,283.0,Zlín,Zlín,POINT (17.643333 49.236667)
myGeographyElementsPortal.2819,B1ZLIN01,17.643333,49.236667,T,283.0,Zlín,Zlín,POINT (17.643333 49.236667)
myGeographyElementsPortal.2820,O3VEKA01,18.286944,49.359444,T,518.0,Velké Karlovice,Velké Karlovice,POINT (18.286944 49.359444)
myGeographyElementsPortal.2821,O3VEKA01,18.286944,49.359444,T,518.0,Velké Karlovice,Velké Karlovice,POINT (18.286944 49.359444)
myGeographyElementsPortal.2822,O3ROZN01,18.138224,49.461251,T,375.0,Rožnov pod Radhoštěm,Rožnov pod Radhoštěm,POINT (18.138224 49.461251)
myGeographyElementsPortal.2823,O3ROZN01,18.138224,49.461251,T,375.0,Rožnov pod Radhoštěm,Rožnov pod Radhoštěm,POINT (18.138224 49.461251)
myGeographyElementsPortal.2824,C2KREM01,14.3028,48.9064,T,524.0,Křemže,"Křemže, Mříč",POINT (14.3028 48.9064)
myGeographyElementsPortal.2825,C2KREM01,14.3028,48.9064,T,524.0,Křemže,"Křemže, Mříč",POINT (14.3028 48.9064)
myGeographyElementsPortal.2826,C1KHOR01,13.55,49.145556,T,728.0,Kašperské Hory,Kašperské Hory,POINT (13.55 49.145556)
myGeographyElementsPortal.2827,C1KOCE01,13.838611,49.467222,T,519.0,Kocelovice,Kocelovice,POINT (13.838611 49.467222)
myGeographyElementsPortal.2828,C1KTIS01,14.1058,48.9033,T,758.0,Ktiš,"Ktiš, Tisovka",POINT (14.1058 48.9033)
myGeographyElementsPortal.2829,C1ROZM01,13.8664,49.605,T,538.0,Rožmitál pod Třemšínem,Rožmitál pod Třemšínem,POINT (13.8664 49.605)
myGeographyElementsPortal.2830,C1SEDL01,13.9419,49.3756,T,511.0,Sedlice,Sedlice,POINT (13.9419 49.3756)
myGeographyElementsPortal.2831,C1STRA01,13.9242,49.2514,T,427.0,Strakonice,Strakonice,POINT (13.9242 49.2514)
myGeographyElementsPortal.2832,P1DOBE01,14.2758,49.9333,T,205.0,Dobřichovice,Dobřichovice,POINT (14.2758 49.9333)
myGeographyElementsPortal.2833,P1KRAL01,14.29,50.2419,T,220.0,Kralupy nad Vltavou,Kralupy nad Vltavou,POINT (14.29 50.2419)
myGeographyElementsPortal.2834,P1LANY01,13.9519,50.1242,T,415.0,Lány,Lány,POINT (13.9519 50.1242)
myGeographyElementsPortal.2835,P1NEUM01,14.0375,49.8542,T,322.0,Neumětely,Neumětely,POINT (14.0375 49.8542)
myGeographyElementsPortal.2836,P1PKAR01,14.427778,50.069167,T,260.5,Praha,"Praha, Karlov",POINT (14.427778 50.069167)
myGeographyElementsPortal.2837,P1PKBE01,14.538056,50.123333,T,284.5,Praha,"Praha, Kbely",POINT (14.538056 50.123333)
myGeographyElementsPortal.2838,P1PKLE01,14.416923,50.086634,T,190.7,Praha,"Praha, Klementinum",POINT (14.416923 50.086634)
myGeographyElementsPortal.2839,P1PKOM01,14.40636,49.9886,T,213.0,Praha,"Praha, Komořany",POINT (14.40636 49.9886)
myGeographyElementsPortal.2840,P1PLIB01,14.446944,50.007778,T,302.04,Praha,"Praha, Libuš",POINT (14.446944 50.007778)
myGeographyElementsPortal.2841,P1PRIB01,14.0225,49.6947,T,555.0,Příbram,Příbram,POINT (14.0225 49.6947)
myGeographyElementsPortal.2842,P1PRUH01,14.5594,50.0075,T,312.0,Průhonice,Průhonice,POINT (14.5594 50.0075)
myGeographyElementsPortal.2843,P1PRIB01,14.0225,49.6947,T,555.0,Příbram,Příbram,POINT (14.0225 49.6947)
myGeographyElementsPortal.2844,C1TEME01,14.342222,49.197778,T,500.0,Temelín,Temelín,POINT (14.342222 49.197778)
myGeographyElementsPortal.2845,C1VIMP01,13.7825,49.065833,T,628.0,Vimperk,Vimperk,POINT (13.7825 49.065833)
myGeographyElementsPortal.2846,C1VLKO01,13.5897,49.3022,T,493.0,Vlkonice,Vlkonice,POINT (13.5897 49.3022)
myGeographyElementsPortal.2847,C1VRAZ01,14.1289,49.3844,T,433.0,Vráž,Vráž,POINT (14.1289 49.3844)
myGeographyElementsPortal.2848,C2BORK01,14.636825,49.207925,T,419.0,Borkovice,Borkovice,POINT (14.636825 49.207925)
myGeographyElementsPortal.2849,C2BYNO01,14.799947,48.816603,T,475.0,Byňov,Byňov,POINT (14.799947 48.816603)
myGeographyElementsPortal.2850,C2CBUD01,14.469722,48.951944,T,394.6,České Budějovice,"České Budějovice,Rožnov",POINT (14.469722 48.951944)
myGeographyElementsPortal.2851,C2CERN01,14.9625,49.3575,T,580.0,Černovice,"Černovice, Dobešov",POINT (14.9625 49.3575)
myGeographyElementsPortal.2852,C2CKRU01,14.33935,48.832242,T,554.0,Český Krumlov,"Český Krumlov, Přísečná",POINT (14.33935 48.832242)
myGeographyElementsPortal.2853,C2HLAS01,14.7561,49.4981,T,547.0,Hlasivo,Hlasivo,POINT (14.7561 49.4981)
myGeographyElementsPortal.2854,C2JHRA01,14.9575,49.1556,T,524.0,Jindřichův Hradec,"Jindřichův Hradec, Děbolín",POINT (14.9575 49.1556)
myGeographyElementsPortal.2855,P1PRUZ01,14.255556,50.100278,T,364.0,Praha,"Praha, Ruzyně",POINT (14.255556 50.100278)
myGeographyElementsPortal.2856,P2BNLO01,15.158215,50.81445,T,780.0,Bedřichov,"Bedřichov, Nová louka",POINT (15.158215 50.81445)
myGeographyElementsPortal.2857,P2BRAN01,14.6606,50.1897,T,179.0,Brandýs nad Labem-St.B,Brandýs nad Labem-St.B,POINT (14.6606 50.1897)
myGeographyElementsPortal.2858,P2CDUB01,14.9817,50.6836,T,355.0,Český Dub,"Český Dub, Modlibohov",POINT (14.9817 50.6836)
myGeographyElementsPortal.2859,P2DBOU01,15.141737,50.437897,T,244.0,Dolní Bousov,Dolní Bousov,POINT (15.141737 50.437897)
myGeographyElementsPortal.2860,P2DESN01,15.3197,50.7894,T,772.0,Desná,"Desná, Souš",POINT (15.3197 50.7894)
myGeographyElementsPortal.2861,P2HARR01,15.42,50.781667,T,675.0,Harrachov,Harrachov,POINT (15.42 50.781667)
myGeographyElementsPortal.2862,P2HOLE01,15.3022,50.5303,T,432.0,Holenice,Holenice,POINT (15.3022 50.5303)
myGeographyElementsPortal.2863,P2KATU01,14.7778,50.4444,T,312.0,Katusice,Katusice,POINT (14.7778 50.4444)
myGeographyElementsPortal.2864,P2KORE01,15.34444,50.82001,T,858.0,Kořenov,"Kořenov, Jizerka",POINT (15.34444 50.82001)
myGeographyElementsPortal.2865,C2NADV01,14.4653,49.5169,T,616.0,Nadějkov,"Nadějkov, Větrov",POINT (14.4653 49.5169)
myGeographyElementsPortal.2866,C2POCA01,15.2342,49.2606,T,618.0,Počátky,Počátky,POINT (15.2342 49.2606)
myGeographyElementsPortal.2867,C2TABO01,14.70324,49.40527,T,467.0,Tábor,"Tábor, Měšice",POINT (14.70324 49.40527)
myGeographyElementsPortal.2868,C2TREB01,14.7586,49.0622,T,428.0,Třeboň,"Třeboň, Lužnice",POINT (14.7586 49.0622)
myGeographyElementsPortal.2869,C2VBRO01,14.3144,48.6175,T,559.0,Vyšší Brod,Vyšší Brod,POINT (14.3144 48.6175)
myGeographyElementsPortal.2870,H1CSKL01,16.061111,50.363056,T,290.0,Česká Skalice,"Česká Skalice, Rozkoš",POINT (16.061111 50.363056)
myGeographyElementsPortal.2871,H1LBOU01,15.544927,50.769883,T,1320.0,Labská bouda,Labská bouda,POINT (15.544927 50.769883)
myGeographyElementsPortal.2872,H1LUCB01,15.697859,50.735318,T,1413.0,Luční bouda,Luční bouda,POINT (15.697859 50.735318)
myGeographyElementsPortal.2873,H1PECS01,15.728889,50.691944,T,816.3,Pec pod Sněžkou,Pec pod Sněžkou,POINT (15.728889 50.691944)
myGeographyElementsPortal.2874,H1TRUT01,15.898311,50.558597,T,437.0,Trutnov,Trutnov,POINT (15.898311 50.558597)
myGeographyElementsPortal.2875,P1PKOM01,14.40636,49.9886,T,213.0,Praha,"Praha, Komořany",POINT (14.40636 49.9886)
myGeographyElementsPortal.2876,P2MRZK01,14.8075,50.044444,T,260.0,Mrzky,Mrzky,POINT (14.8075 50.044444)
myGeographyElementsPortal.2877,P2SEMC01,15.0036,50.3671,T,234.0,Semčice,Semčice,POINT (15.0036 50.3671)
myGeographyElementsPortal.2878,P2TUHA01,14.5206,50.2953,T,160.0,Tuhaň,Tuhaň,POINT (14.5206 50.2953)
myGeographyElementsPortal.2879,P2TURN01,15.154444,50.589722,T,253.0,Turnov,Turnov,POINT (15.154444 50.589722)
myGeographyElementsPortal.2880,P3HAVL01,15.5797,49.6119,T,452.0,Havlíčkův Brod,Havlíčkův Brod,POINT (15.5797 49.6119)
myGeographyElementsPortal.2881,P3HULI01,15.086667,49.721111,T,378.0,Hulice,Hulice,POINT (15.086667 49.721111)
myGeographyElementsPortal.2882,P3KOSE01,15.080556,49.573611,T,532.29,Košetice,"Košetice, Křešín, Kramolín",POINT (15.080556 49.573611)
myGeographyElementsPortal.2883,P3NETV01,14.521178,49.818411,T,368.0,Netvořice,Netvořice,POINT (14.521178 49.818411)
myGeographyElementsPortal.2884,H1UPIC01,16.011618,50.506419,T,413.0,Úpice,Úpice,POINT (16.011618 50.506419)
myGeographyElementsPortal.2885,H1VELI01,15.832503,50.356612,T,299.0,Velichovky,Velichovky,POINT (15.832503 50.356612)
myGeographyElementsPortal.2886,H1ZACL01,15.907098,50.661205,T,644.0,Žacléř,Žacléř,POINT (15.907098 50.661205)
myGeographyElementsPortal.2887,H2DEST01,16.351959,50.306667,T,656.0,Deštné v Orlic. horách,Deštné v Orlic. horách,POINT (16.351959 50.306667)
myGeographyElementsPortal.2888,P3NRUD01,14.4403,49.6317,T,348.0,Nedrahovice,"Nedrahovice, Rudolec",POINT (14.4403 49.6317)
myGeographyElementsPortal.2889,H2KRAL01,16.73475,50.08289,T,538.0,Králíky,Králíky,POINT (16.73475 50.08289)
myGeographyElementsPortal.2890,B1BYSH01,17.6706,49.3964,T,314.0,Bystřice pod Hostýnem,Bystřice pod Hostýnem,POINT (17.6706 49.3964)
myGeographyElementsPortal.2891,B1HOLE01,17.57,49.320556,T,222.25,Holešov,Holešov,POINT (17.57 49.320556)
myGeographyElementsPortal.2892,B1IVAN01,17.0894,49.3092,T,243.0,Ivanovice na Hané,Ivanovice na Hané,POINT (17.0894 49.3092)
myGeographyElementsPortal.2893,B1KLZI01,17.7925,49.0842,T,329.0,Luhačovice,"Luhačovice, Kladná-Žilín",POINT (17.7925 49.0842)
myGeographyElementsPortal.2894,B1KROM01,17.3653,49.2847,T,233.0,Kroměříž,Kroměříž,POINT (17.3653 49.2847)
myGeographyElementsPortal.2895,O2JEVI01,16.7269,49.6297,T,342.0,Jevíčko,Jevíčko,POINT (16.7269 49.6297)
myGeographyElementsPortal.2896,O2LANS01,16.625,49.9028,T,362.0,Lanškroun,Lanškroun,POINT (16.625 49.9028)
myGeographyElementsPortal.2897,O2LUKA01,16.953333,49.652222,T,510.0,Luká,Luká,POINT (16.953333 49.652222)
myGeographyElementsPortal.2898,O2OLOM01,17.2844,49.5758,T,210.0,Olomouc,"Olomouc, Holice",POINT (17.2844 49.5758)
myGeographyElementsPortal.2899,O2PAPR01,16.988889,50.209444,T,1006.0,Staré Město pod Sněžníkem,"Staré Město pod Sněžníkem, Paprsek",POINT (16.988889 50.209444)
myGeographyElementsPortal.2900,B1PROS01,17.134722,49.4525,T,214.75,Prostějov,Prostějov,POINT (17.134722 49.4525)
myGeographyElementsPortal.2901,B1PROT01,16.83105,49.47782,T,675.0,Protivanov,Protivanov,POINT (16.83105 49.47782)
myGeographyElementsPortal.2902,B1STIT01,17.9711,49.0728,T,315.0,Štítná nad Vláří - Popov,Štítná nad Vláří - Popov,POINT (17.9711 49.0728)
myGeographyElementsPortal.2903,B1STME01,17.4322,49.0917,T,221.0,Staré Město,Staré Město,POINT (17.4322 49.0917)
myGeographyElementsPortal.2904,B1STRN01,17.7078,48.9028,T,383.0,Strání,Strání,POINT (17.7078 48.9028)
myGeographyElementsPortal.2905,B1STRZ01,17.3381,48.8992,T,176.0,Strážnice,Strážnice,POINT (17.3381 48.8992)
myGeographyElementsPortal.2906,B1VIZO01,17.84361,49.22297,T,313.0,Vizovice,Vizovice,POINT (17.84361 49.22297)
myGeographyElementsPortal.2907,B2BROD01,16.5358,48.8733,T,177.0,Brod nad Dyjí,Brod nad Dyjí,POINT (16.5358 48.8733)
myGeographyElementsPortal.2908,B2BTUR01,16.688889,49.153056,T,241.0,Brno,"Brno, Tuřany",POINT (16.688889 49.153056)
myGeographyElementsPortal.2909,B2BYSP01,16.25401,49.52416,T,553.0,Bystřice nad Pernštejnem,Bystřice nad Pernštejnem,POINT (16.25401 49.52416)
myGeographyElementsPortal.2910,B2BZAB01,16.5677,49.2165,T,236.0,Brno,"Brno, Žabovřesky",POINT (16.5677 49.2165)
myGeographyElementsPortal.2911,O2PASE01,17.2345,49.7776,T,271.0,Paseka,Paseka,POINT (17.2345 49.7776)
myGeographyElementsPortal.2912,O2SLAM01,16.832833,50.151011,T,1100.0,Dolní Morava,"Dolní Morava, Slaměnka",POINT (16.832833 50.151011)
myGeographyElementsPortal.2913,O2STER01,17.2986,49.725,T,278.0,Šternberk,Šternberk,POINT (17.2986 49.725)
myGeographyElementsPortal.2914,O2STIT01,16.764343,49.956566,T,432.0,Štíty,Štíty,POINT (16.764343 49.956566)
myGeographyElementsPortal.2915,O2SUMP01,16.9675,49.9742,T,328.0,Šumperk,Šumperk,POINT (16.9675 49.9742)
myGeographyElementsPortal.2916,O2TREB01,16.6969,49.8158,T,375.0,Třebařov,Třebařov,POINT (16.6969 49.8158)
myGeographyElementsPortal.2917,O3BECV01,18.2983,49.4311,T,565.0,Horní Bečva,Horní Bečva,POINT (18.2983 49.4311)
myGeographyElementsPortal.2918,O3HOST01,17.8683,49.3514,T,385.0,Hošťálková,Hošťálková,POINT (17.8683 49.3514)
myGeographyElementsPortal.2919,O3KATE01,17.873333,49.401111,T,585.0,Kateřinice,"Kateřinice, Ojičná",POINT (17.873333 49.401111)
myGeographyElementsPortal.2920,O3MARU01,17.8286,49.3653,T,664.1,Hošťálková,"Hošťálková, Maruška",POINT (17.8286 49.3653)
myGeographyElementsPortal.2921,O3POTB01,17.6142,49.6238,T,545.0,Potštát,"Potštát, Boškov",POINT (17.6142 49.6238)
myGeographyElementsPortal.2922,H3JICI01,15.352626,50.439511,T,283.0,Jičín,Jičín,POINT (15.352626 50.439511)
myGeographyElementsPortal.2923,B2DUKO01,16.134444,49.095556,T,400.15,Dukovany,Dukovany,POINT (16.134444 49.095556)
myGeographyElementsPortal.2924,B2DYJA01,16.2992,48.7733,T,201.0,Dyjákovice,Dyjákovice,POINT (16.2992 48.7733)
myGeographyElementsPortal.2925,B2HAJE01,16.4725,49.3731,T,409.0,Tišnov,"Tišnov, Hájek",POINT (16.4725 49.3731)
myGeographyElementsPortal.2926,B2HUBE01,15.4669,49.3931,T,570.0,Hubenov,Hubenov,POINT (15.4669 49.3931)
myGeographyElementsPortal.2927,B2JIHL01,15.6164,49.4064,T,468.0,Jihlava,"Jihlava, Hruškové Dvory",POINT (15.6164 49.4064)
myGeographyElementsPortal.2928,B2KMYS01,15.439167,49.159167,T,569.0,Kostelní Myslová,Kostelní Myslová,POINT (15.439167 49.159167)
myGeographyElementsPortal.2929,B2KOBY01,16.8814,48.9394,T,175.0,Kobylí,Kobylí,POINT (16.8814 48.9394)
myGeographyElementsPortal.2930,B2KUCH01,16.085278,48.881111,T,334.0,Kuchařovice,Kuchařovice,POINT (16.085278 48.881111)
myGeographyElementsPortal.2931,B2LEDN01,16.798895,48.792616,T,177.0,Lednice,Lednice,POINT (16.798895 48.792616)
myGeographyElementsPortal.2932,B2MBUD01,15.8067,49.0611,T,460.0,Moravské Budějovice,Moravské Budějovice,POINT (15.8067 49.0611)
myGeographyElementsPortal.2933,O3PRER01,17.458889,49.464444,T,210.0,Přerov,Přerov,POINT (17.458889 49.464444)
myGeographyElementsPortal.2934,O3VALM01,17.9742,49.4636,T,334.0,Valašské Meziříčí,Valašské Meziříčí,POINT (17.9742 49.4636)
myGeographyElementsPortal.2935,H3ZBYS01,15.329835,49.78686,T,490.0,Zbýšov,"Zbýšov, Dobrovítov",POINT (15.329835 49.78686)
myGeographyElementsPortal.2936,B2NEDV01,16.3097,49.6344,T,722.0,Nedvězí,Nedvězí,POINT (16.3097 49.6344)
myGeographyElementsPortal.2937,B2NEMO01,17.1361,49.1808,T,283.0,Nemochovice,Nemochovice,POINT (17.1361 49.1808)
myGeographyElementsPortal.2938,B2POHO01,16.5283,48.9844,T,180.0,Pohořelice,Pohořelice,POINT (16.5283 48.9844)
myGeographyElementsPortal.2939,B2SEDC01,16.120556,49.170833,T,474.0,Sedlec,Sedlec,POINT (16.120556 49.170833)
myGeographyElementsPortal.2940,B2TROU01,16.5074,49.1745,T,278.0,Troubsko,Troubsko,POINT (16.5074 49.1745)
myGeographyElementsPortal.2941,B2VATI01,15.96806,49.52306,T,558.0,Vatín,Vatín,POINT (15.96806 49.52306)
myGeographyElementsPortal.2942,B2VMEZ01,16.0086,49.3528,T,452.0,Velké Meziříčí,Velké Meziříčí,POINT (16.0086 49.3528)
myGeographyElementsPortal.2943,O3VASE01,18.126944,49.240278,T,615.0,Valašská Senice,Valašská Senice,POINT (18.126944 49.240278)
myGeographyElementsPortal.2944,O3VSET01,17.9961,49.3442,T,387.0,Vsetín,Vsetín,POINT (17.9961 49.3442)
myGeographyElementsPortal.2945,O1HOLO01,18.637779,49.534088,T,582.0,Horní Lomná,Horní Lomná,POINT (18.637779 49.534088)
myGeographyElementsPortal.2946,O1JABL01,18.7503,49.5875,T,380.0,Jablunkov,"Jablunkov, Návsí",POINT (18.7503 49.5875)
myGeographyElementsPortal.2947,O1NYFI01,18.788599,49.616676,T,745.0,Nýdek,"Nýdek, Filipka",POINT (18.788599 49.616676)
myGeographyElementsPortal.2948,O1PORU01,18.159444,49.8253,T,238.6,Ostrava,"Ostrava, Poruba",POINT (18.159444 49.8253)
myGeographyElementsPortal.2949,B2ZDAN01,17.025556,49.071944,T,238.0,Ždánice,Ždánice,POINT (17.025556 49.071944)
myGeographyElementsPortal.2950,C1BLAD01,13.661958,48.99055,T,898.0,Borová Lada,Borová Lada,POINT (13.661958 48.99055)
myGeographyElementsPortal.2951,C1CERP01,14.1072,48.7356,T,740.0,Černá v Pošumaví,Černá v Pošumaví,POINT (14.1072 48.7356)
myGeographyElementsPortal.2952,C1CHUR01,13.615278,49.068333,T,1117.8,Churáňov,Churáňov,POINT (13.615278 49.068333)
myGeographyElementsPortal.2953,C1HUSI01,13.9883,49.0522,T,483.0,Husinec,Husinec,POINT (13.9883 49.0522)
